order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price
855,376,07-01-2023,12:01:17,132,132,Eggplant Parmesan,Italian,16.95
856,377,07-01-2023,12:03:18,109,109,Korean Beef Bowl,Asian,17.95
857,377,07-01-2023,12:03:18,106,106,French Fries,American,7
858,378,07-01-2023,12:19:37,127,127,Meat Lasagna,Italian,17.95
859,379,07-01-2023,12:25:37,106,106,French Fries,American,7
860,380,07-01-2023,12:32:10,116,116,Steak Tacos,Mexican,13.95
861,380,07-01-2023,12:32:10,102,102,Cheeseburger,American,13.95
862,381,07-01-2023,12:33:06,105,105,Mac & Cheese,American,7
863,382,07-01-2023,12:33:07,106,106,French Fries,American,7
864,382,07-01-2023,12:33:07,132,132,Eggplant Parmesan,Italian,16.95
865,383,07-01-2023,12:43:59,122,122,Chips & Salsa,Mexican,7
866,384,07-01-2023,12:51:46,109,109,Korean Beef Bowl,Asian,17.95
867,384,07-01-2023,12:51:46,110,110,Pork Ramen,Asian,17.95
868,384,07-01-2023,12:51:46,128,128,Cheese Lasagna,Italian,15.5
869,384,07-01-2023,12:51:46,114,114,Potstickers,Asian,9
870,385,07-01-2023,12:54:19,132,132,Eggplant Parmesan,Italian,16.95
871,386,07-01-2023,12:58:16,127,127,Meat Lasagna,Italian,17.95
872,386,07-01-2023,12:58:16,121,121,Cheese Quesadillas,Mexican,10.5
873,386,07-01-2023,12:58:16,106,106,French Fries,American,7
874,387,07-01-2023,13:03:14,101,101,Hamburger,American,12.95
875,387,07-01-2023,13:03:14,107,107,Orange Chicken,Asian,16.5
876,387,07-01-2023,13:03:14,104,104,Veggie Burger,American,10.5
877,387,07-01-2023,13:03:14,124,124,Spaghetti,Italian,14.5
878,387,07-01-2023,13:03:14,113,113,Edamame,Asian,5
879,387,07-01-2023,13:03:14,122,122,Chips & Salsa,Mexican,7
880,387,07-01-2023,13:03:14,131,131,Chicken Parmesan,Italian,17.95
881,388,07-01-2023,13:04:56,101,101,Hamburger,American,12.95
882,388,07-01-2023,13:04:56,103,103,Hot Dog,American,9
883,388,07-01-2023,13:04:56,128,128,Cheese Lasagna,Italian,15.5
884,388,07-01-2023,13:04:56,132,132,Eggplant Parmesan,Italian,16.95
885,389,07-01-2023,13:10:17,130,130,Shrimp Scampi,Italian,19.95
886,390,07-01-2023,13:15:32,112,112,Salmon Roll,Asian,14.95
887,391,07-01-2023,13:25:31,114,114,Potstickers,Asian,9
888,392,07-01-2023,13:36:47,107,107,Orange Chicken,Asian,16.5
889,392,07-01-2023,13:36:47,116,116,Steak Tacos,Mexican,13.95
890,392,07-01-2023,13:36:47,102,102,Cheeseburger,American,13.95
891,392,07-01-2023,13:36:47,113,113,Edamame,Asian,5
892,392,07-01-2023,13:36:47,119,119,Chicken Torta,Mexican,11.95
893,392,07-01-2023,13:36:47,120,120,Steak Torta,Mexican,13.95
894,392,07-01-2023,13:36:47,121,121,Cheese Quesadillas,Mexican,10.5
895,392,07-01-2023,13:36:47,122,122,Chips & Salsa,Mexican,7
896,393,07-01-2023,13:48:31,126,126,Fettuccine Alfredo,Italian,14.5
897,393,07-01-2023,13:48:31,109,109,Korean Beef Bowl,Asian,17.95
898,394,07-01-2023,14:02:18,107,107,Orange Chicken,Asian,16.5
899,394,07-01-2023,14:02:18,104,104,Veggie Burger,American,10.5
900,394,07-01-2023,14:02:18,109,109,Korean Beef Bowl,Asian,17.95
901,394,07-01-2023,14:02:18,109,109,Korean Beef Bowl,Asian,17.95
902,394,07-01-2023,14:02:18,112,112,Salmon Roll,Asian,14.95
903,394,07-01-2023,14:02:18,113,113,Edamame,Asian,5
904,394,07-01-2023,14:02:18,113,113,Edamame,Asian,5
905,394,07-01-2023,14:02:18,120,120,Steak Torta,Mexican,13.95
906,394,07-01-2023,14:02:18,122,122,Chips & Salsa,Mexican,7
907,394,07-01-2023,14:02:18,130,130,Shrimp Scampi,Italian,19.95
908,394,07-01-2023,14:02:18,106,106,French Fries,American,7
909,394,07-01-2023,14:02:18,132,132,Eggplant Parmesan,Italian,16.95
910,395,07-01-2023,14:11:08,111,111,California Roll,Asian,11.95
911,396,07-01-2023,14:12:21,131,131,Chicken Parmesan,Italian,17.95
912,397,07-01-2023,14:31:10,124,124,Spaghetti,Italian,14.5
913,397,07-01-2023,14:31:10,109,109,Korean Beef Bowl,Asian,17.95
914,397,07-01-2023,14:31:10,113,113,Edamame,Asian,5
915,398,07-01-2023,14:56:26,113,113,Edamame,Asian,5
916,399,07-01-2023,15:47:49,101,101,Hamburger,American,12.95
917,399,07-01-2023,15:47:49,102,102,Cheeseburger,American,13.95
918,399,07-01-2023,15:47:49,125,125,Spaghetti & Meatballs,Italian,17.95
919,399,07-01-2023,15:47:49,114,114,Potstickers,Asian,9
920,400,07-01-2023,16:03:07,113,113,Edamame,Asian,5
921,400,07-01-2023,16:03:07,106,106,French Fries,American,7
922,401,07-01-2023,16:08:35,132,132,Eggplant Parmesan,Italian,16.95
923,402,07-01-2023,16:24:46,125,125,Spaghetti & Meatballs,Italian,17.95
924,402,07-01-2023,16:24:46,117,117,Chicken Burrito,Mexican,12.95
925,403,07-01-2023,16:26:10,101,101,Hamburger,American,12.95
926,403,07-01-2023,16:26:10,108,108,Tofu Pad Thai,Asian,14.5
927,403,07-01-2023,16:26:10,119,119,Chicken Torta,Mexican,11.95
928,404,07-01-2023,16:39:27,104,104,Veggie Burger,American,10.5
929,405,07-01-2023,16:44:16,120,120,Steak Torta,Mexican,13.95
930,406,07-01-2023,16:50:49,103,103,Hot Dog,American,9
931,406,07-01-2023,16:50:49,108,108,Tofu Pad Thai,Asian,14.5
932,406,07-01-2023,16:50:49,127,127,Meat Lasagna,Italian,17.95
933,407,07-01-2023,16:56:42,102,102,Cheeseburger,American,13.95
934,407,07-01-2023,16:56:42,108,108,Tofu Pad Thai,Asian,14.5
935,407,07-01-2023,16:56:42,113,113,Edamame,Asian,5
936,408,07-01-2023,17:09:09,115,115,Chicken Tacos,Mexican,11.95
937,408,07-01-2023,17:09:09,118,118,Steak Burrito,Mexican,14.95
938,409,07-01-2023,17:15:04,113,113,Edamame,Asian,5
939,410,07-01-2023,17:33:49,107,107,Orange Chicken,Asian,16.5
940,410,07-01-2023,17:33:49,128,128,Cheese Lasagna,Italian,15.5
941,410,07-01-2023,17:33:49,NULL,NULL,NULL,NULL,NULL
942,411,07-01-2023,17:58:09,117,117,Chicken Burrito,Mexican,12.95
943,411,07-01-2023,17:58:09,105,105,Mac & Cheese,American,7
944,412,07-01-2023,18:07:46,115,115,Chicken Tacos,Mexican,11.95
945,412,07-01-2023,18:07:46,123,123,Chips & Guacamole,Mexican,9
946,413,07-01-2023,18:11:32,114,114,Potstickers,Asian,9
947,414,07-01-2023,18:13:22,108,108,Tofu Pad Thai,Asian,14.5
948,414,07-01-2023,18:13:22,124,124,Spaghetti,Italian,14.5
949,414,07-01-2023,18:13:22,117,117,Chicken Burrito,Mexican,12.95
950,415,07-01-2023,18:16:23,102,102,Cheeseburger,American,13.95
951,416,07-01-2023,18:17:42,131,131,Chicken Parmesan,Italian,17.95
952,417,07-01-2023,18:24:40,113,113,Edamame,Asian,5
953,418,07-01-2023,18:40:11,104,104,Veggie Burger,American,10.5
954,418,07-01-2023,18:40:11,120,120,Steak Torta,Mexican,13.95
955,419,07-01-2023,19:02:31,101,101,Hamburger,American,12.95
956,419,07-01-2023,19:02:31,109,109,Korean Beef Bowl,Asian,17.95
957,419,07-01-2023,19:02:31,127,127,Meat Lasagna,Italian,17.95
958,419,07-01-2023,19:02:31,132,132,Eggplant Parmesan,Italian,16.95
959,420,07-01-2023,19:04:40,124,124,Spaghetti,Italian,14.5
960,420,07-01-2023,19:04:40,112,112,Salmon Roll,Asian,14.95
961,421,07-01-2023,19:21:58,101,101,Hamburger,American,12.95
962,421,07-01-2023,19:21:58,116,116,Steak Tacos,Mexican,13.95
963,421,07-01-2023,19:21:58,104,104,Veggie Burger,American,10.5
964,422,07-01-2023,19:30:25,125,125,Spaghetti & Meatballs,Italian,17.95
965,422,07-01-2023,19:30:25,117,117,Chicken Burrito,Mexican,12.95
966,422,07-01-2023,19:30:25,131,131,Chicken Parmesan,Italian,17.95
967,423,07-01-2023,19:45:07,117,117,Chicken Burrito,Mexican,12.95
968,423,07-01-2023,19:45:07,120,120,Steak Torta,Mexican,13.95
969,424,07-01-2023,20:01:28,113,113,Edamame,Asian,5
970,425,07-01-2023,20:21:19,121,121,Cheese Quesadillas,Mexican,10.5
971,426,07-01-2023,20:25:45,108,108,Tofu Pad Thai,Asian,14.5
972,426,07-01-2023,20:25:45,120,120,Steak Torta,Mexican,13.95
973,426,07-01-2023,20:25:45,121,121,Cheese Quesadillas,Mexican,10.5
974,427,07-01-2023,21:49:00,131,131,Chicken Parmesan,Italian,17.95
975,428,07-01-2023,22:05:00,116,116,Steak Tacos,Mexican,13.95
976,428,07-01-2023,22:05:00,110,110,Pork Ramen,Asian,17.95
977,429,07-01-2023,22:16:53,122,122,Chips & Salsa,Mexican,7
978,430,07-01-2023,22:46:13,126,126,Fettuccine Alfredo,Italian,14.5
979,430,07-01-2023,22:46:13,120,120,Steak Torta,Mexican,13.95
980,431,08-01-2023,11:17:13,107,107,Orange Chicken,Asian,16.5
981,431,08-01-2023,11:17:13,103,103,Hot Dog,American,9
982,431,08-01-2023,11:17:13,125,125,Spaghetti & Meatballs,Italian,17.95
983,431,08-01-2023,11:17:13,109,109,Korean Beef Bowl,Asian,17.95
984,432,08-01-2023,11:39:07,110,110,Pork Ramen,Asian,17.95
985,432,08-01-2023,11:39:07,106,106,French Fries,American,7
986,432,08-01-2023,11:39:07,132,132,Eggplant Parmesan,Italian,16.95
987,433,08-01-2023,11:49:50,122,122,Chips & Salsa,Mexican,7
988,434,08-01-2023,11:54:14,111,111,California Roll,Asian,11.95
989,434,08-01-2023,11:54:14,122,122,Chips & Salsa,Mexican,7
990,434,08-01-2023,11:54:14,132,132,Eggplant Parmesan,Italian,16.95
991,435,08-01-2023,12:06:09,108,108,Tofu Pad Thai,Asian,14.5
992,435,08-01-2023,12:06:09,112,112,Salmon Roll,Asian,14.95
993,435,08-01-2023,12:06:09,123,123,Chips & Guacamole,Mexican,9
994,436,08-01-2023,12:07:21,108,108,Tofu Pad Thai,Asian,14.5
995,436,08-01-2023,12:07:21,117,117,Chicken Burrito,Mexican,12.95
996,436,08-01-2023,12:07:21,112,112,Salmon Roll,Asian,14.95
997,436,08-01-2023,12:07:21,118,118,Steak Burrito,Mexican,14.95
998,437,08-01-2023,12:07:54,101,101,Hamburger,American,12.95
999,438,08-01-2023,12:08:38,132,132,Eggplant Parmesan,Italian,16.95
1000,439,08-01-2023,12:13:08,103,103,Hot Dog,American,9
1001,439,08-01-2023,12:13:08,113,113,Edamame,Asian,5
1002,439,08-01-2023,12:13:08,114,114,Potstickers,Asian,9
1003,440,08-01-2023,12:16:34,116,116,Steak Tacos,Mexican,13.95
1004,440,08-01-2023,12:16:34,103,103,Hot Dog,American,9
1005,440,08-01-2023,12:16:34,124,124,Spaghetti,Italian,14.5
1006,440,08-01-2023,12:16:34,125,125,Spaghetti & Meatballs,Italian,17.95
1007,440,08-01-2023,12:16:34,125,125,Spaghetti & Meatballs,Italian,17.95
1008,440,08-01-2023,12:16:34,126,126,Fettuccine Alfredo,Italian,14.5
1009,440,08-01-2023,12:16:34,126,126,Fettuccine Alfredo,Italian,14.5
1010,440,08-01-2023,12:16:34,109,109,Korean Beef Bowl,Asian,17.95
1011,440,08-01-2023,12:16:34,127,127,Meat Lasagna,Italian,17.95
1012,440,08-01-2023,12:16:34,113,113,Edamame,Asian,5
1013,440,08-01-2023,12:16:34,122,122,Chips & Salsa,Mexican,7
1014,440,08-01-2023,12:16:34,131,131,Chicken Parmesan,Italian,17.95
1015,440,08-01-2023,12:16:34,106,106,French Fries,American,7
1016,440,08-01-2023,12:16:34,132,132,Eggplant Parmesan,Italian,16.95
1017,441,08-01-2023,12:16:58,122,122,Chips & Salsa,Mexican,7
1018,441,08-01-2023,12:16:58,106,106,French Fries,American,7
1019,442,08-01-2023,12:28:49,118,118,Steak Burrito,Mexican,14.95
1020,443,08-01-2023,12:34:20,107,107,Orange Chicken,Asian,16.5
1021,443,08-01-2023,12:34:20,102,102,Cheeseburger,American,13.95
1022,443,08-01-2023,12:34:20,125,125,Spaghetti & Meatballs,Italian,17.95
1023,443,08-01-2023,12:34:20,110,110,Pork Ramen,Asian,17.95
1024,443,08-01-2023,12:34:20,127,127,Meat Lasagna,Italian,17.95
1025,443,08-01-2023,12:34:20,129,129,Mushroom Ravioli,Italian,15.5
1026,443,08-01-2023,12:34:20,113,113,Edamame,Asian,5
1027,443,08-01-2023,12:34:20,120,120,Steak Torta,Mexican,13.95
1028,443,08-01-2023,12:34:20,120,120,Steak Torta,Mexican,13.95
1029,443,08-01-2023,12:34:20,105,105,Mac & Cheese,American,7
1030,443,08-01-2023,12:34:20,122,122,Chips & Salsa,Mexican,7
1031,443,08-01-2023,12:34:20,122,122,Chips & Salsa,Mexican,7
1032,443,08-01-2023,12:34:20,123,123,Chips & Guacamole,Mexican,9
1033,443,08-01-2023,12:34:20,106,106,French Fries,American,7
1034,444,08-01-2023,12:40:05,125,125,Spaghetti & Meatballs,Italian,17.95
1035,445,08-01-2023,12:57:39,109,109,Korean Beef Bowl,Asian,17.95
1036,446,08-01-2023,12:58:01,107,107,Orange Chicken,Asian,16.5
1037,446,08-01-2023,12:58:01,127,127,Meat Lasagna,Italian,17.95
1038,446,08-01-2023,12:58:01,120,120,Steak Torta,Mexican,13.95
1039,447,08-01-2023,13:02:00,124,124,Spaghetti,Italian,14.5
1040,448,08-01-2023,13:03:34,109,109,Korean Beef Bowl,Asian,17.95
1041,448,08-01-2023,13:03:34,112,112,Salmon Roll,Asian,14.95
1042,448,08-01-2023,13:03:34,120,120,Steak Torta,Mexican,13.95
1043,449,08-01-2023,13:04:15,106,106,French Fries,American,7
1044,450,08-01-2023,13:07:53,107,107,Orange Chicken,Asian,16.5
1045,451,08-01-2023,13:19:06,124,124,Spaghetti,Italian,14.5
1046,451,08-01-2023,13:19:06,110,110,Pork Ramen,Asian,17.95
1047,451,08-01-2023,13:19:06,105,105,Mac & Cheese,American,7
1048,452,08-01-2023,13:24:11,101,101,Hamburger,American,12.95
1049,452,08-01-2023,13:24:11,107,107,Orange Chicken,Asian,16.5
1050,452,08-01-2023,13:24:11,120,120,Steak Torta,Mexican,13.95
1051,453,08-01-2023,13:27:14,102,102,Cheeseburger,American,13.95
1052,453,08-01-2023,13:27:14,125,125,Spaghetti & Meatballs,Italian,17.95
1053,453,08-01-2023,13:27:14,120,120,Steak Torta,Mexican,13.95
1054,453,08-01-2023,13:27:14,106,106,French Fries,American,7
1055,454,08-01-2023,13:31:40,122,122,Chips & Salsa,Mexican,7
1056,455,08-01-2023,13:39:14,117,117,Chicken Burrito,Mexican,12.95
1057,456,08-01-2023,13:47:53,131,131,Chicken Parmesan,Italian,17.95
1058,457,08-01-2023,13:59:04,102,102,Cheeseburger,American,13.95
1059,457,08-01-2023,13:59:04,103,103,Hot Dog,American,9
1060,457,08-01-2023,13:59:04,108,108,Tofu Pad Thai,Asian,14.5
1061,458,08-01-2023,14:00:05,119,119,Chicken Torta,Mexican,11.95
1062,458,08-01-2023,14:00:05,123,123,Chips & Guacamole,Mexican,9
1063,458,08-01-2023,14:00:05,114,114,Potstickers,Asian,9
1064,459,08-01-2023,14:14:02,122,122,Chips & Salsa,Mexican,7
1065,460,08-01-2023,14:19:58,126,126,Fettuccine Alfredo,Italian,14.5
1066,460,08-01-2023,14:19:58,117,117,Chicken Burrito,Mexican,12.95
1067,461,08-01-2023,14:21:19,102,102,Cheeseburger,American,13.95
1068,461,08-01-2023,14:21:19,109,109,Korean Beef Bowl,Asian,17.95
1069,462,08-01-2023,14:38:41,131,131,Chicken Parmesan,Italian,17.95
1070,463,08-01-2023,14:40:28,101,101,Hamburger,American,12.95
1071,463,08-01-2023,14:40:28,119,119,Chicken Torta,Mexican,11.95
1072,464,08-01-2023,14:49:01,101,101,Hamburger,American,12.95
1073,464,08-01-2023,14:49:01,116,116,Steak Tacos,Mexican,13.95
1074,465,08-01-2023,14:55:23,111,111,California Roll,Asian,11.95
1075,466,08-01-2023,15:30:10,131,131,Chicken Parmesan,Italian,17.95
1076,466,08-01-2023,15:30:10,NULL,NULL,NULL,NULL,NULL
1077,467,08-01-2023,15:33:13,119,119,Chicken Torta,Mexican,11.95
1078,468,08-01-2023,15:36:12,125,125,Spaghetti & Meatballs,Italian,17.95
1079,468,08-01-2023,15:36:12,113,113,Edamame,Asian,5
1080,469,08-01-2023,15:37:18,101,101,Hamburger,American,12.95
1081,469,08-01-2023,15:37:18,120,120,Steak Torta,Mexican,13.95
1082,470,08-01-2023,15:49:13,132,132,Eggplant Parmesan,Italian,16.95
1083,471,08-01-2023,16:20:26,127,127,Meat Lasagna,Italian,17.95
1084,472,08-01-2023,16:29:50,127,127,Meat Lasagna,Italian,17.95
1085,472,08-01-2023,16:29:50,127,127,Meat Lasagna,Italian,17.95
1086,473,08-01-2023,16:41:27,109,109,Korean Beef Bowl,Asian,17.95
1087,473,08-01-2023,16:41:27,119,119,Chicken Torta,Mexican,11.95
1088,473,08-01-2023,16:41:27,105,105,Mac & Cheese,American,7
1089,474,08-01-2023,16:47:48,126,126,Fettuccine Alfredo,Italian,14.5
1090,474,08-01-2023,16:47:48,113,113,Edamame,Asian,5
1091,475,08-01-2023,17:15:17,107,107,Orange Chicken,Asian,16.5
1092,475,08-01-2023,17:15:17,106,106,French Fries,American,7
1093,476,08-01-2023,17:27:56,113,113,Edamame,Asian,5
1094,476,08-01-2023,17:27:56,119,119,Chicken Torta,Mexican,11.95
1095,476,08-01-2023,17:27:56,132,132,Eggplant Parmesan,Italian,16.95
1096,477,08-01-2023,17:30:04,126,126,Fettuccine Alfredo,Italian,14.5
1097,477,08-01-2023,17:30:04,129,129,Mushroom Ravioli,Italian,15.5
1098,478,08-01-2023,17:35:56,116,116,Steak Tacos,Mexican,13.95
1099,478,08-01-2023,17:35:56,103,103,Hot Dog,American,9
1100,479,08-01-2023,17:37:03,124,124,Spaghetti,Italian,14.5
1101,479,08-01-2023,17:37:03,110,110,Pork Ramen,Asian,17.95
1102,480,08-01-2023,17:41:31,113,113,Edamame,Asian,5
1103,481,08-01-2023,17:41:37,113,113,Edamame,Asian,5
1104,481,08-01-2023,17:41:37,131,131,Chicken Parmesan,Italian,17.95
1105,482,08-01-2023,17:52:42,126,126,Fettuccine Alfredo,Italian,14.5
1106,482,08-01-2023,17:52:42,117,117,Chicken Burrito,Mexican,12.95
1107,482,08-01-2023,17:52:42,122,122,Chips & Salsa,Mexican,7
1108,483,08-01-2023,17:54:05,101,101,Hamburger,American,12.95
1109,483,08-01-2023,17:54:05,111,111,California Roll,Asian,11.95
1110,483,08-01-2023,17:54:05,112,112,Salmon Roll,Asian,14.95
1111,483,08-01-2023,17:54:05,122,122,Chips & Salsa,Mexican,7
1112,484,08-01-2023,18:02:54,125,125,Spaghetti & Meatballs,Italian,17.95
1113,484,08-01-2023,18:02:54,129,129,Mushroom Ravioli,Italian,15.5
1114,485,08-01-2023,18:07:31,102,102,Cheeseburger,American,13.95
1115,486,08-01-2023,18:15:08,123,123,Chips & Guacamole,Mexican,9
1116,487,08-01-2023,18:30:16,109,109,Korean Beef Bowl,Asian,17.95
1117,487,08-01-2023,18:30:16,120,120,Steak Torta,Mexican,13.95
1118,487,08-01-2023,18:30:16,131,131,Chicken Parmesan,Italian,17.95
1119,488,08-01-2023,18:46:02,132,132,Eggplant Parmesan,Italian,16.95
1120,489,08-01-2023,18:48:43,118,118,Steak Burrito,Mexican,14.95
1121,490,08-01-2023,18:49:24,107,107,Orange Chicken,Asian,16.5
1122,490,08-01-2023,18:49:24,108,108,Tofu Pad Thai,Asian,14.5
1123,490,08-01-2023,18:49:24,111,111,California Roll,Asian,11.95
1124,491,08-01-2023,19:01:12,111,111,California Roll,Asian,11.95
1125,491,08-01-2023,19:01:12,113,113,Edamame,Asian,5
1126,491,08-01-2023,19:01:12,118,118,Steak Burrito,Mexican,14.95
1127,491,08-01-2023,19:01:12,119,119,Chicken Torta,Mexican,11.95
1128,492,08-01-2023,19:06:21,104,104,Veggie Burger,American,10.5
1129,492,08-01-2023,19:06:21,120,120,Steak Torta,Mexican,13.95
1130,492,08-01-2023,19:06:21,131,131,Chicken Parmesan,Italian,17.95
1131,493,08-01-2023,19:31:47,117,117,Chicken Burrito,Mexican,12.95
1132,494,08-01-2023,19:38:40,124,124,Spaghetti,Italian,14.5
1133,494,08-01-2023,19:38:40,125,125,Spaghetti & Meatballs,Italian,17.95
1134,494,08-01-2023,19:38:40,129,129,Mushroom Ravioli,Italian,15.5
1135,494,08-01-2023,19:38:40,105,105,Mac & Cheese,American,7
1136,495,08-01-2023,19:42:52,117,117,Chicken Burrito,Mexican,12.95
1137,495,08-01-2023,19:42:52,120,120,Steak Torta,Mexican,13.95
1138,496,08-01-2023,19:46:18,109,109,Korean Beef Bowl,Asian,17.95
1139,496,08-01-2023,19:46:18,121,121,Cheese Quesadillas,Mexican,10.5
1140,497,08-01-2023,19:49:26,132,132,Eggplant Parmesan,Italian,16.95
1141,498,08-01-2023,20:02:25,117,117,Chicken Burrito,Mexican,12.95
1142,499,08-01-2023,21:10:46,116,116,Steak Tacos,Mexican,13.95
1143,499,08-01-2023,21:10:46,125,125,Spaghetti & Meatballs,Italian,17.95
1144,499,08-01-2023,21:10:46,129,129,Mushroom Ravioli,Italian,15.5
1145,499,08-01-2023,21:10:46,112,112,Salmon Roll,Asian,14.95
1146,500,08-01-2023,21:46:49,128,128,Cheese Lasagna,Italian,15.5
1147,501,08-01-2023,21:51:31,102,102,Cheeseburger,American,13.95
1148,501,08-01-2023,21:51:31,109,109,Korean Beef Bowl,Asian,17.95
1149,501,08-01-2023,21:51:31,105,105,Mac & Cheese,American,7
1150,502,08-01-2023,22:26:08,127,127,Meat Lasagna,Italian,17.95
1151,503,09-01-2023,11:16:21,113,113,Edamame,Asian,5
1152,503,09-01-2023,11:16:21,120,120,Steak Torta,Mexican,13.95
1153,504,09-01-2023,11:48:18,114,114,Potstickers,Asian,9
1154,505,09-01-2023,11:55:10,113,113,Edamame,Asian,5
1155,505,09-01-2023,11:55:10,NULL,NULL,NULL,NULL,NULL
1156,506,09-01-2023,12:02:09,131,131,Chicken Parmesan,Italian,17.95
1157,507,09-01-2023,12:06:03,104,104,Veggie Burger,American,10.5
1158,508,09-01-2023,12:13:32,102,102,Cheeseburger,American,13.95
1159,508,09-01-2023,12:13:32,102,102,Cheeseburger,American,13.95
1160,508,09-01-2023,12:13:32,113,113,Edamame,Asian,5
1161,509,09-01-2023,12:13:58,122,122,Chips & Salsa,Mexican,7
1162,510,09-01-2023,12:15:03,108,108,Tofu Pad Thai,Asian,14.5
1163,510,09-01-2023,12:15:03,108,108,Tofu Pad Thai,Asian,14.5
1164,510,09-01-2023,12:15:03,117,117,Chicken Burrito,Mexican,12.95
1165,510,09-01-2023,12:15:03,122,122,Chips & Salsa,Mexican,7
1166,511,09-01-2023,12:18:21,124,124,Spaghetti,Italian,14.5
1167,512,09-01-2023,12:19:24,127,127,Meat Lasagna,Italian,17.95
1168,513,09-01-2023,12:22:48,125,125,Spaghetti & Meatballs,Italian,17.95
1169,513,09-01-2023,12:22:48,127,127,Meat Lasagna,Italian,17.95
1170,513,09-01-2023,12:22:48,113,113,Edamame,Asian,5
1171,513,09-01-2023,12:22:48,106,106,French Fries,American,7
1172,514,09-01-2023,12:26:47,108,108,Tofu Pad Thai,Asian,14.5
1173,515,09-01-2023,13:07:37,104,104,Veggie Burger,American,10.5
1174,515,09-01-2023,13:07:37,128,128,Cheese Lasagna,Italian,15.5
1175,516,09-01-2023,13:09:09,111,111,California Roll,Asian,11.95
1176,516,09-01-2023,13:09:09,132,132,Eggplant Parmesan,Italian,16.95
1177,517,09-01-2023,13:09:11,129,129,Mushroom Ravioli,Italian,15.5
1178,518,09-01-2023,13:11:25,107,107,Orange Chicken,Asian,16.5
1179,518,09-01-2023,13:11:25,119,119,Chicken Torta,Mexican,11.95
1180,518,09-01-2023,13:11:25,120,120,Steak Torta,Mexican,13.95
1181,519,09-01-2023,13:15:20,119,119,Chicken Torta,Mexican,11.95
1182,520,09-01-2023,13:22:33,130,130,Shrimp Scampi,Italian,19.95
1183,521,09-01-2023,13:43:07,106,106,French Fries,American,7
1184,522,09-01-2023,14:09:33,101,101,Hamburger,American,12.95
1185,522,09-01-2023,14:09:33,107,107,Orange Chicken,Asian,16.5
1186,522,09-01-2023,14:09:33,108,108,Tofu Pad Thai,Asian,14.5
1187,522,09-01-2023,14:09:33,124,124,Spaghetti,Italian,14.5
1188,522,09-01-2023,14:09:33,125,125,Spaghetti & Meatballs,Italian,17.95
1189,522,09-01-2023,14:09:33,126,126,Fettuccine Alfredo,Italian,14.5
1190,522,09-01-2023,14:09:33,110,110,Pork Ramen,Asian,17.95
1191,522,09-01-2023,14:09:33,127,127,Meat Lasagna,Italian,17.95
1192,522,09-01-2023,14:09:33,120,120,Steak Torta,Mexican,13.95
1193,522,09-01-2023,14:09:33,114,114,Potstickers,Asian,9
1194,522,09-01-2023,14:09:33,114,114,Potstickers,Asian,9
1195,523,09-01-2023,14:42:14,119,119,Chicken Torta,Mexican,11.95
1196,524,09-01-2023,14:51:35,120,120,Steak Torta,Mexican,13.95
1197,524,09-01-2023,14:51:35,106,106,French Fries,American,7
1198,525,09-01-2023,15:08:46,113,113,Edamame,Asian,5
1199,526,09-01-2023,15:10:13,102,102,Cheeseburger,American,13.95
1200,526,09-01-2023,15:10:13,124,124,Spaghetti,Italian,14.5
1201,527,09-01-2023,15:23:37,125,125,Spaghetti & Meatballs,Italian,17.95
1202,527,09-01-2023,15:23:37,105,105,Mac & Cheese,American,7
1203,528,09-01-2023,15:27:21,110,110,Pork Ramen,Asian,17.95
1204,529,09-01-2023,15:31:01,116,116,Steak Tacos,Mexican,13.95
1205,529,09-01-2023,15:31:01,102,102,Cheeseburger,American,13.95
1206,529,09-01-2023,15:31:01,109,109,Korean Beef Bowl,Asian,17.95
1207,530,09-01-2023,15:43:01,108,108,Tofu Pad Thai,Asian,14.5
1208,530,09-01-2023,15:43:01,117,117,Chicken Burrito,Mexican,12.95
1209,531,09-01-2023,15:58:10,118,118,Steak Burrito,Mexican,14.95
1210,532,09-01-2023,16:14:28,118,118,Steak Burrito,Mexican,14.95
1211,532,09-01-2023,16:14:28,121,121,Cheese Quesadillas,Mexican,10.5
1212,533,09-01-2023,16:28:43,124,124,Spaghetti,Italian,14.5
1213,533,09-01-2023,16:28:43,122,122,Chips & Salsa,Mexican,7
1214,533,09-01-2023,16:28:43,NULL,NULL,NULL,NULL,NULL
1215,534,09-01-2023,16:43:32,119,119,Chicken Torta,Mexican,11.95
1216,534,09-01-2023,16:43:32,105,105,Mac & Cheese,American,7
1217,535,09-01-2023,17:08:47,108,108,Tofu Pad Thai,Asian,14.5
1218,536,09-01-2023,17:18:50,115,115,Chicken Tacos,Mexican,11.95
1219,536,09-01-2023,17:18:50,118,118,Steak Burrito,Mexican,14.95
1220,537,09-01-2023,17:23:52,108,108,Tofu Pad Thai,Asian,14.5
1221,537,09-01-2023,17:23:52,109,109,Korean Beef Bowl,Asian,17.95
1222,537,09-01-2023,17:23:52,117,117,Chicken Burrito,Mexican,12.95
1223,538,09-01-2023,17:44:04,123,123,Chips & Guacamole,Mexican,9
1224,539,09-01-2023,17:51:34,124,124,Spaghetti,Italian,14.5
1225,539,09-01-2023,17:51:34,127,127,Meat Lasagna,Italian,17.95
1226,539,09-01-2023,17:51:34,131,131,Chicken Parmesan,Italian,17.95
